Season,Home,Prediction,Away,Result
1819,Southampton,2-0,Watford,1-1
1819,Crystal Palace,1-1,Tottenham,0-1
1819,Liverpool,3-0,Fulham,2-0
1819,Chelsea,2-0,Everton,0-0
1819,Arsenal,2-0,Wolves,1-1
1819,Man City,1-1,Man United,3-1
1819,Brighton,1-2,Leicester,
1819,Everton,2-0,Cardiff,
1819,Fulham,2-1,Southampton,
1819,Man United,2-0,Crystal Palace,
1819,Watford,1-1,Liverpool,
1819,West Ham,0-2,Man City,
1819,Tottenham,2-0,Chelsea,
1819,Bournemouth,2-1,Arsenal,
1819,Wolves,2-0,Huddersfield,
1819,Burnley,1-1,Newcastle,
